CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek,Churn
460,50,Male,Basic,2449,17,2,UPI,3,24,No
461,25,Female,Enterprise,1752,14,2,Credit Card,8,27,No
462,61,Female,Enterprise,1173,7,1,Credit Card,10,27,No
463,61,Male,Premium,2045,22,0,UPI,6,39,No
464,22,Female,Basic,1855,51,0,Credit Card,10,21,No
465,56,Female,Enterprise,411,1,2,Net Banking,3,19,No
466,21,Male,Basic,760,29,6,Net Banking,2,39,Yes
467,23,Female,Basic,1186,52,8,Net Banking,2,23,Yes
468,62,Male,Premium,1415,31,1,UPI,2,39,No
469,49,Female,Basic,1375,30,6,UPI,5,15,No
470,69,Male,Basic,819,57,0,UPI,5,2,No
471,47,Male,Enterprise,1111,15,1,Credit Card,1,35,No
472,64,Male,Premium,2224,18,5,UPI,2,20,No
473,52,Female,Basic,1904,35,4,UPI,2,28,No
474,57,Male,Enterprise,1226,50,7,Net Banking,4,15,No
475,69,Male,Premium,856,30,1,Credit Card,7,16,No
476,33,Male,Premium,1355,34,0,Credit Card,3,33,No
477,30,Male,Enterprise,878,42,6,Net Banking,5,12,No
478,67,Male,Enterprise,841,11,5,Credit Card,9,39,No
479,59,Female,Enterprise,2461,27,7,UPI,5,39,No
480,47,Female,Enterprise,1352,24,7,Credit Card,9,20,No
481,36,Female,Enterprise,773,35,1,Net Banking,1,29,No
482,34,Female,Basic,1204,39,7,Credit Card,9,3,Yes
483,36,Female,Basic,2245,8,5,Net Banking,5,5,Yes
484,45,Female,Premium,685,51,8,UPI,8,2,No
485,43,Female,Basic,361,18,6,UPI,5,23,No
486,54,Male,Basic,814,13,1,Net Banking,6,26,No
487,43,Female,Basic,729,45,7,UPI,8,26,No
488,40,Male,Enterprise,879,24,8,UPI,2,7,Yes
489,26,Male,Premium,1860,51,6,Credit Card,3,10,Yes
490,29,Female,Premium,1464,23,3,UPI,9,5,No
491,18,Male,Premium,1623,12,8,Net Banking,5,12,No
492,18,Male,Premium,770,49,3,UPI,5,32,No
493,64,Male,Basic,1716,30,3,Credit Card,9,31,No
494,51,Male,Basic,1965,31,8,Net Banking,10,22,No
495,49,Female,Enterprise,1768,28,7,UPI,3,17,No
496,65,Female,Premium,1108,22,3,UPI,4,20,No
497,42,Female,Basic,471,44,7,UPI,7,20,No
498,57,Female,Basic,330,28,7,Net Banking,2,8,Yes
499,62,Female,Enterprise,346,13,6,Credit Card,8,34,No
500,18,Female,Enterprise,429,25,9,Net Banking,5,23,No
501,33,Female,Enterprise,1277,44,5,Net Banking,1,38,No
502,56,Female,Basic,1945,51,7,Credit Card,3,28,Yes
503,22,Female,Basic,1904,46,6,Net Banking,9,13,No
504,39,Female,Enterprise,357,7,4,Net Banking,5,29,No
505,46,Male,Premium,1429,45,3,UPI,8,8,No
506,20,Female,Enterprise,1653,6,1,Net Banking,1,11,No
507,29,Male,Enterprise,1067,24,7,UPI,7,18,No
508,43,Male,Enterprise,982,19,8,Net Banking,7,25,No
509,33,Male,Enterprise,2308,19,3,UPI,8,22,No
510,68,Male,Basic,2090,36,3,UPI,3,35,No
511,54,Female,Premium,1777,51,4,UPI,1,29,No
512,39,Male,Enterprise,1185,9,1,Credit Card,9,21,No
513,46,Female,Premium,696,48,6,Net Banking,1,7,Yes
514,31,Female,Premium,1838,59,4,Net Banking,6,12,No
515,45,Male,Premium,2373,36,5,Net Banking,9,36,No
516,22,Female,Enterprise,612,38,3,Credit Card,2,24,No
517,64,Male,Basic,2473,40,7,UPI,4,32,Yes
518,66,Male,Enterprise,1888,59,7,Net Banking,2,27,No
519,47,Female,Premium,1521,29,4,Credit Card,4,32,No
520,63,Female,Premium,1110,24,5,Credit Card,2,32,No
521,69,Male,Basic,2332,48,2,Net Banking,1,32,No
522,22,Female,Enterprise,1807,5,0,UPI,3,26,No
523,29,Female,Premium,749,53,8,Credit Card,8,11,No
524,33,Female,Basic,2194,54,8,Net Banking,5,18,No
525,43,Male,Premium,1677,42,2,UPI,4,39,No
526,43,Male,Basic,896,55,3,Credit Card,5,5,No
527,65,Female,Basic,2447,45,6,Credit Card,6,16,No
528,38,Female,Enterprise,915,26,1,Net Banking,6,11,No
529,56,Female,Premium,1247,14,2,Net Banking,5,35,No
530,53,Female,Enterprise,1881,39,5,UPI,6,11,No
531,50,Female,Premium,855,29,7,Net Banking,9,23,No
532,47,Male,Enterprise,577,52,0,Net Banking,5,34,No
533,54,Female,Premium,2313,6,3,UPI,6,17,No
534,40,Male,Enterprise,790,7,0,Net Banking,4,10,Yes
535,27,Female,Basic,554,37,1,UPI,3,18,No
536,22,Male,Premium,1191,53,7,UPI,6,8,No
537,53,Female,Premium,841,18,5,UPI,5,26,No
538,51,Male,Basic,1587,23,8,Net Banking,4,3,Yes
539,69,Female,Enterprise,1933,44,1,UPI,5,24,No
540,48,Male,Premium,1124,38,2,Net Banking,7,3,No
541,27,Male,Premium,1652,59,8,UPI,1,38,No
542,36,Male,Enterprise,580,1,8,Net Banking,1,2,Yes
543,49,Male,Basic,1598,4,5,UPI,1,35,Yes
544,18,Male,Enterprise,1072,51,2,Credit Card,2,17,No
545,22,Male,Enterprise,627,44,4,Credit Card,9,9,No
546,62,Female,Enterprise,1222,47,1,Credit Card,5,36,No
547,21,Male,Premium,851,35,6,UPI,9,22,No
548,33,Female,Basic,2373,23,9,Net Banking,5,31,No
549,41,Female,Basic,2374,27,7,UPI,7,34,No
550,33,Female,Enterprise,1001,26,5,UPI,6,24,No
551,19,Female,Premium,2219,52,7,UPI,2,9,Yes
552,66,Female,Enterprise,466,8,1,UPI,3,2,Yes
553,45,Male,Premium,468,43,2,Net Banking,5,21,No
554,49,Male,Premium,528,16,6,UPI,4,34,No
555,44,Male,Premium,2302,41,9,Credit Card,6,27,No
556,37,Female,Premium,666,3,0,Credit Card,8,37,No
557,41,Male,Basic,827,32,6,Credit Card,8,7,Yes
558,29,Male,Premium,1090,5,5,UPI,3,22,Yes
559,67,Male,Premium,823,20,7,Net Banking,4,4,Yes
560,52,Male,Enterprise,1395,14,6,Net Banking,1,14,No
561,50,Male,Enterprise,1968,32,3,Net Banking,2,34,No
562,50,Female,Basic,2453,26,2,UPI,9,23,No
563,68,Male,Enterprise,2208,47,2,Net Banking,10,25,No
564,60,Female,Premium,1605,6,3,Credit Card,10,1,No
565,54,Female,Enterprise,432,59,8,Net Banking,2,15,No
566,29,Female,Basic,1942,58,8,UPI,6,32,No
567,20,Female,Enterprise,2188,36,1,UPI,7,14,No
568,18,Female,Enterprise,2070,40,4,Net Banking,6,21,No
569,50,Male,Basic,317,51,0,UPI,8,7,No
570,57,Male,Basic,2077,59,3,Net Banking,9,36,No
571,27,Male,Premium,416,5,1,Net Banking,8,21,No
572,60,Female,Enterprise,1097,13,7,Credit Card,5,12,No
573,61,Male,Premium,2011,32,3,UPI,8,15,No
574,46,Male,Enterprise,1052,16,4,Credit Card,10,15,No
575,30,Female,Enterprise,1692,1,3,UPI,10,17,No
576,29,Female,Premium,2397,13,4,Net Banking,9,34,No
577,48,Female,Enterprise,977,54,4,UPI,8,35,No
578,63,Female,Enterprise,405,11,4,Net Banking,2,39,No
579,19,Male,Enterprise,957,53,2,UPI,2,38,No
580,68,Female,Basic,2246,8,6,Credit Card,3,14,Yes
581,67,Female,Premium,1748,25,2,Credit Card,7,5,No
582,52,Male,Basic,1395,40,1,Net Banking,9,30,No
583,40,Male,Premium,1287,32,2,Credit Card,8,4,No
584,34,Female,Premium,2108,24,2,Net Banking,9,15,No
585,43,Male,Enterprise,2082,28,7,Net Banking,6,39,No
586,25,Female,Premium,745,14,3,Net Banking,1,35,No
587,46,Female,Basic,2248,45,2,UPI,4,10,Yes
588,43,Male,Basic,2417,3,9,Net Banking,6,2,Yes
589,27,Male,Basic,2297,36,4,Credit Card,6,24,No
590,43,Female,Premium,2497,27,3,UPI,8,28,No
591,51,Female,Basic,1073,20,8,Credit Card,1,22,Yes
592,68,Female,Premium,1861,47,7,Net Banking,2,32,No
593,58,Male,Basic,1975,15,6,Net Banking,2,31,Yes
594,24,Female,Basic,1422,27,7,Credit Card,6,19,No
595,21,Female,Premium,1601,53,4,UPI,7,21,No
596,67,Female,Basic,1886,45,3,Credit Card,2,3,Yes
597,62,Female,Enterprise,1986,41,6,Net Banking,5,6,No
598,28,Female,Premium,1243,28,0,UPI,6,32,No
599,46,Male,Premium,754,25,5,Net Banking,4,2,Yes
600,53,Female,Premium,1427,42,7,Net Banking,1,24,No
601,42,Female,Enterprise,1245,44,6,Credit Card,3,27,No
602,38,Female,Premium,900,46,1,Net Banking,10,9,No
603,53,Female,Basic,1024,33,6,Credit Card,9,13,No
604,27,Male,Basic,1717,46,5,UPI,6,14,No
605,54,Male,Basic,1824,14,4,Net Banking,2,11,No
606,26,Male,Premium,550,8,3,Net Banking,9,14,No
607,41,Female,Basic,1844,48,0,UPI,4,16,No
608,52,Female,Premium,378,14,1,Credit Card,8,10,No
609,66,Male,Basic,1197,1,6,Net Banking,10,20,Yes
610,52,Male,Enterprise,1080,16,9,UPI,7,16,No
611,65,Male,Enterprise,525,18,2,Net Banking,3,34,No
612,53,Female,Enterprise,1374,7,4,Credit Card,8,16,No
613,35,Female,Enterprise,1509,15,7,Credit Card,4,14,No
614,66,Male,Premium,1357,24,7,Credit Card,2,28,No
615,56,Male,Basic,1102,49,5,Credit Card,5,18,No
616,49,Male,Enterprise,1041,51,4,UPI,1,26,No
617,41,Female,Premium,2478,55,1,Net Banking,8,38,No
618,40,Female,Enterprise,1003,13,8,UPI,8,7,No
619,49,Female,Enterprise,1726,9,0,Credit Card,3,34,No
620,54,Male,Premium,914,56,1,Credit Card,1,7,No
621,29,Male,Premium,628,56,0,Credit Card,4,33,No
622,66,Female,Basic,1695,15,3,Credit Card,9,35,No
623,30,Male,Basic,1783,57,3,Net Banking,9,39,No
624,40,Female,Enterprise,432,58,4,Credit Card,1,21,No
625,42,Male,Enterprise,1134,35,4,Net Banking,7,28,No
626,52,Male,Basic,420,24,7,Credit Card,6,32,No
627,58,Male,Basic,1775,33,2,Net Banking,7,16,No
628,47,Male,Premium,1264,16,5,Net Banking,7,10,No
629,34,Female,Basic,428,8,2,Credit Card,8,23,No
630,66,Male,Basic,1898,29,1,UPI,8,15,No
631,37,Female,Enterprise,2376,23,7,UPI,10,6,No
632,65,Female,Basic,1847,45,0,UPI,2,33,No
633,42,Female,Enterprise,632,31,8,UPI,4,39,No
634,39,Male,Basic,1453,40,6,UPI,4,12,Yes
635,30,Female,Premium,1616,49,9,Credit Card,10,36,No
636,36,Female,Basic,1496,54,3,Credit Card,8,31,No
637,66,Female,Basic,1729,55,2,Credit Card,3,10,Yes
638,53,Male,Basic,655,14,5,Credit Card,3,34,Yes
639,29,Male,Enterprise,438,59,8,Credit Card,2,10,Yes
640,58,Female,Premium,1826,53,8,Credit Card,1,11,No
641,36,Male,Basic,1497,30,3,Net Banking,8,14,No
642,29,Female,Enterprise,328,53,9,Net Banking,9,3,No
643,26,Female,Premium,1230,39,4,Credit Card,9,33,No
644,24,Male,Enterprise,1313,27,8,Credit Card,8,7,No
645,45,Female,Enterprise,1127,47,1,Net Banking,5,4,No
646,31,Male,Premium,650,16,1,Net Banking,1,39,No
647,48,Male,Basic,2324,51,4,Credit Card,9,10,No
648,69,Female,Enterprise,598,6,0,Net Banking,6,15,No
649,36,Male,Enterprise,2043,55,7,UPI,7,16,No
650,64,Male,Basic,2165,33,4,UPI,8,38,No
651,33,Female,Basic,1515,44,9,UPI,5,4,Yes
652,22,Female,Premium,1995,18,1,Net Banking,6,4,No
653,52,Male,Premium,2411,16,8,Credit Card,7,36,No
654,29,Male,Premium,1054,12,1,Credit Card,7,27,No
655,42,Female,Basic,1069,20,6,Credit Card,2,22,Yes
656,69,Male,Enterprise,1538,45,7,Net Banking,1,22,No
657,38,Male,Enterprise,1133,40,5,Net Banking,8,17,No
658,53,Male,Premium,2206,59,6,UPI,5,34,No
659,40,Male,Basic,1864,29,0,Net Banking,10,32,No
660,33,Male,Enterprise,1518,30,3,UPI,2,6,No
661,56,Male,Premium,805,26,6,UPI,3,33,No
662,62,Male,Enterprise,1657,22,0,Credit Card,6,8,No
663,59,Female,Enterprise,1760,33,0,Net Banking,10,36,No
664,56,Female,Basic,1716,58,5,Credit Card,6,5,Yes
665,31,Female,Basic,1472,53,3,Credit Card,8,5,No
666,48,Female,Enterprise,1060,39,2,Net Banking,5,10,No
667,22,Female,Premium,1132,47,4,Net Banking,5,7,No
668,52,Male,Basic,1728,29,8,UPI,7,12,No
669,40,Male,Enterprise,582,22,9,UPI,10,30,No
670,46,Male,Basic,678,45,9,UPI,5,25,No
671,60,Male,Basic,497,13,9,UPI,9,28,No
672,28,Female,Basic,855,9,2,Credit Card,6,13,No
673,35,Male,Enterprise,655,24,4,Credit Card,7,22,No
674,64,Male,Premium,1863,15,9,Net Banking,8,18,No
675,29,Female,Premium,1340,36,4,UPI,5,27,No
676,26,Male,Premium,678,13,8,UPI,4,8,Yes
677,27,Male,Basic,979,27,9,UPI,8,6,Yes
678,61,Female,Enterprise,2079,44,3,Credit Card,10,11,No
679,34,Male,Basic,1198,37,0,Net Banking,9,29,No
680,55,Male,Premium,375,7,9,Credit Card,1,5,Yes
681,24,Male,Premium,530,8,4,Net Banking,3,7,Yes
682,63,Male,Enterprise,2039,37,0,Net Banking,4,22,No
683,30,Male,Basic,1261,41,5,Credit Card,7,4,Yes
684,57,Female,Premium,2416,14,9,Credit Card,6,32,No
685,59,Female,Enterprise,692,58,9,Net Banking,10,19,No
686,26,Female,Basic,1408,12,6,Credit Card,10,33,Yes
687,67,Female,Basic,566,36,0,Credit Card,1,1,Yes
688,44,Female,Premium,1392,52,9,Net Banking,4,8,Yes
689,19,Female,Premium,910,40,3,Net Banking,6,32,No
690,22,Male,Basic,1670,17,8,UPI,3,30,Yes
691,46,Female,Basic,1308,40,0,Credit Card,2,28,No
692,54,Female,Premium,1261,53,8,Net Banking,2,32,No
693,55,Male,Basic,972,29,7,Credit Card,10,25,No
694,36,Male,Premium,2000,27,4,Credit Card,4,34,No
695,25,Female,Basic,2462,1,5,Net Banking,1,33,Yes
696,65,Male,Premium,330,52,6,UPI,10,13,No
697,62,Female,Enterprise,1666,34,3,Net Banking,2,25,No
698,18,Male,Premium,1700,4,5,Net Banking,10,39,No
699,39,Female,Premium,1453,24,6,Credit Card,2,10,Yes
700,69,Male,Enterprise,916,21,5,UPI,4,31,No
701,34,Male,Basic,838,33,5,Net Banking,4,11,Yes
702,24,Female,Enterprise,1170,7,1,Credit Card,1,25,No
703,42,Female,Premium,400,1,4,Net Banking,7,34,No
704,62,Female,Basic,1712,41,2,Credit Card,7,20,No
705,21,Female,Enterprise,1240,3,6,Net Banking,10,7,Yes
706,53,Female,Basic,640,44,3,UPI,10,33,No
707,23,Male,Basic,1343,51,0,Net Banking,10,35,No
708,48,Female,Enterprise,337,15,5,Credit Card,1,29,No
709,36,Female,Basic,959,31,5,Net Banking,8,12,No
710,61,Male,Enterprise,2333,54,6,UPI,10,5,No
711,56,Male,Premium,1860,16,7,UPI,7,12,No
712,44,Female,Basic,1956,10,2,UPI,7,29,No
713,27,Male,Premium,1349,54,5,UPI,6,35,No
714,43,Male,Premium,753,29,9,Credit Card,4,20,No
715,36,Female,Basic,2004,59,1,Net Banking,8,37,No
716,56,Male,Enterprise,1646,59,8,UPI,2,1,Yes
717,20,Male,Basic,1118,6,1,Net Banking,7,16,No
718,62,Female,Premium,1072,29,2,Credit Card,3,30,No
719,30,Female,Premium,312,17,9,Net Banking,3,9,Yes
720,67,Male,Enterprise,1220,53,1,Net Banking,7,10,No
721,45,Male,Basic,1124,22,8,UPI,3,13,Yes
722,37,Female,Premium,1614,24,0,UPI,5,20,No
723,45,Male,Premium,2317,17,4,Credit Card,8,29,No
724,25,Male,Premium,1528,21,0,Net Banking,4,4,No
725,58,Male,Enterprise,996,51,4,Credit Card,7,28,No
726,56,Female,Premium,1249,50,7,Credit Card,7,37,No
727,18,Male,Premium,1738,11,7,Credit Card,2,13,Yes
728,20,Male,Basic,368,56,7,UPI,8,3,Yes
729,30,Female,Basic,2081,7,1,UPI,10,37,No
730,45,Male,Premium,2269,42,7,Net Banking,10,19,No
731,66,Male,Premium,511,39,4,Net Banking,9,28,No
732,42,Female,Basic,807,5,0,Net Banking,6,19,No
733,50,Female,Enterprise,2363,44,6,UPI,5,17,No
734,55,Female,Enterprise,1821,48,5,UPI,1,18,No
735,23,Female,Enterprise,631,57,4,Credit Card,1,18,No
736,61,Male,Enterprise,850,21,0,UPI,9,23,No
737,62,Male,Enterprise,1924,18,0,Credit Card,4,9,No
738,49,Female,Enterprise,1241,35,5,Credit Card,1,29,No
739,62,Female,Enterprise,1027,20,9,UPI,10,29,No
740,64,Male,Enterprise,1179,15,6,Credit Card,3,2,Yes
741,38,Female,Basic,948,5,9,Credit Card,6,17,Yes
742,33,Male,Enterprise,1299,13,9,Net Banking,8,31,No
743,38,Female,Enterprise,1821,51,0,Credit Card,10,28,No
744,28,Male,Enterprise,1912,12,8,UPI,2,39,Yes
745,54,Female,Premium,1309,55,3,UPI,8,30,No
746,53,Female,Basic,1850,21,4,Credit Card,1,35,No
747,52,Male,Basic,1103,37,1,Net Banking,2,20,No
748,36,Female,Basic,513,6,9,UPI,8,16,Yes
749,37,Male,Enterprise,468,7,7,UPI,7,34,No
750,35,Male,Enterprise,1277,26,1,Net Banking,5,14,No
751,64,Male,Premium,1628,42,2,Credit Card,10,26,No
752,58,Male,Basic,445,48,8,UPI,2,20,Yes
753,66,Male,Enterprise,2098,8,1,Credit Card,9,24,No
754,31,Female,Basic,815,9,5,Credit Card,5,18,Yes
755,32,Female,Premium,752,27,3,Credit Card,8,9,No
756,48,Male,Premium,359,4,6,Credit Card,4,19,Yes
757,18,Female,Premium,827,21,5,UPI,9,20,No
758,20,Male,Basic,1323,31,9,Net Banking,10,30,No
759,33,Female,Enterprise,1864,21,8,UPI,7,26,No
760,40,Female,Enterprise,1402,40,8,Net Banking,2,31,No
761,28,Female,Premium,732,25,9,Credit Card,3,35,No
762,29,Female,Enterprise,1476,39,3,Net Banking,2,3,No
763,27,Male,Premium,700,15,0,Credit Card,5,29,No
764,49,Male,Basic,2404,53,1,UPI,2,6,Yes
765,33,Female,Premium,904,35,7,UPI,5,1,No
766,25,Female,Basic,2110,49,9,Net Banking,9,24,No
767,55,Male,Premium,1763,43,7,Credit Card,2,38,No
768,29,Female,Enterprise,2073,41,1,Credit Card,9,34,No
769,41,Male,Enterprise,1853,37,3,Net Banking,7,7,No
770,45,Male,Premium,1396,57,0,Credit Card,7,11,No
771,25,Male,Enterprise,1228,42,6,Credit Card,5,11,No
772,45,Female,Enterprise,2251,47,3,Credit Card,8,36,No
773,53,Male,Enterprise,2273,28,7,UPI,7,20,No
774,43,Female,Basic,2364,14,8,UPI,6,16,No
775,25,Male,Enterprise,1854,4,8,UPI,2,5,Yes
776,67,Female,Basic,625,53,2,Credit Card,6,24,No
777,45,Female,Premium,1294,20,4,UPI,2,30,No
778,45,Female,Enterprise,912,34,5,Credit Card,1,30,No
779,54,Male,Enterprise,895,12,5,Credit Card,9,39,No
780,58,Male,Enterprise,1220,33,9,Net Banking,5,37,No
781,53,Female,Premium,1141,24,7,Credit Card,10,33,No
782,44,Female,Basic,1525,20,5,UPI,10,20,No
783,34,Female,Basic,643,5,5,UPI,4,22,Yes
784,26,Male,Enterprise,2176,38,3,Credit Card,8,21,No
785,50,Male,Premium,1158,30,6,UPI,5,37,No
786,37,Male,Premium,1723,24,7,Credit Card,7,27,No
787,30,Male,Premium,744,43,2,Net Banking,3,38,No
788,45,Female,Premium,2088,40,6,Credit Card,8,35,No
789,65,Female,Premium,521,7,2,Credit Card,8,38,No
790,46,Male,Basic,891,36,7,Net Banking,3,6,Yes
791,30,Male,Basic,1330,38,0,UPI,9,32,No
792,63,Female,Basic,1595,16,0,Net Banking,8,16,No
793,52,Male,Enterprise,1317,52,5,Net Banking,1,28,No
794,23,Male,Premium,2363,15,9,Credit Card,8,16,No
795,35,Male,Enterprise,1747,46,8,Credit Card,4,27,No
796,68,Male,Premium,2345,23,3,Net Banking,6,3,No
797,22,Male,Basic,823,12,5,UPI,10,21,Yes
798,64,Male,Enterprise,2368,29,4,Net Banking,9,38,No
799,42,Female,Basic,2108,44,0,UPI,5,38,No
800,19,Male,Premium,1611,48,5,Net Banking,7,30,No
801,27,Male,Premium,1606,15,8,Net Banking,1,22,No
802,47,Female,Premium,1389,29,2,UPI,9,19,No
803,67,Female,Basic,1972,45,2,Net Banking,6,31,No
804,62,Female,Premium,736,43,1,Credit Card,4,20,No
805,22,Male,Basic,1128,49,3,Net Banking,6,19,No
806,50,Female,Enterprise,558,21,9,Credit Card,5,2,No
807,18,Male,Premium,2303,15,2,UPI,3,39,No
808,35,Male,Premium,2289,14,1,UPI,7,27,No
809,49,Male,Premium,402,42,0,Credit Card,3,8,No
810,64,Female,Enterprise,1292,44,2,Net Banking,2,27,No
811,66,Female,Premium,1068,16,9,Credit Card,4,15,No
812,28,Female,Basic,1424,15,5,Credit Card,7,12,No
813,38,Female,Basic,1521,42,8,UPI,5,14,No
814,43,Female,Premium,536,4,4,Credit Card,9,7,No
815,42,Male,Premium,1444,27,2,Net Banking,10,17,No
816,39,Male,Enterprise,1066,23,4,Credit Card,7,26,No
817,44,Male,Enterprise,1290,29,4,UPI,9,37,No
818,66,Male,Enterprise,2059,41,4,Net Banking,9,20,No
819,30,Female,Premium,795,53,6,UPI,2,10,Yes
820,50,Female,Enterprise,1347,52,4,Credit Card,1,19,No
821,51,Male,Enterprise,2026,9,6,Credit Card,4,18,Yes
822,58,Female,Basic,2372,53,8,UPI,4,30,Yes
823,52,Female,Enterprise,637,57,4,UPI,2,30,No
824,18,Male,Basic,2237,56,1,Net Banking,3,25,No
825,38,Male,Basic,2117,52,4,UPI,3,24,No
826,65,Female,Enterprise,436,43,7,UPI,5,10,No
827,23,Female,Basic,619,43,3,Credit Card,1,2,Yes
828,45,Male,Premium,2163,7,1,Credit Card,9,38,No
829,34,Male,Premium,1215,53,9,UPI,8,32,No
830,22,Male,Enterprise,1505,42,2,UPI,8,35,No
831,48,Female,Premium,2197,4,8,Credit Card,3,37,Yes
832,22,Male,Basic,2433,5,8,Net Banking,2,7,Yes
833,55,Male,Premium,1225,5,7,Net Banking,1,7,Yes
834,20,Female,Enterprise,2400,11,7,Net Banking,6,27,No
835,40,Female,Enterprise,1558,41,7,Net Banking,10,10,No
836,54,Female,Basic,2282,28,7,Credit Card,1,33,Yes
837,54,Female,Enterprise,732,16,7,UPI,5,7,No
838,27,Female,Premium,1298,41,0,Net Banking,9,6,No
839,27,Male,Enterprise,2447,54,5,Credit Card,9,6,No
840,36,Male,Basic,1289,30,8,UPI,4,13,Yes
841,34,Female,Enterprise,898,4,7,Net Banking,7,13,No
842,38,Female,Premium,695,2,2,UPI,7,2,No
843,31,Female,Basic,714,46,0,Net Banking,4,19,No
844,26,Female,Premium,1238,3,1,UPI,5,19,No
845,63,Female,Basic,1936,50,1,Net Banking,9,38,No
846,18,Male,Enterprise,840,21,6,Net Banking,7,2,No
847,68,Male,Basic,1949,6,5,UPI,7,26,Yes
848,62,Male,Basic,2245,43,1,UPI,10,6,No
849,30,Male,Enterprise,383,53,7,UPI,7,20,No
850,21,Female,Premium,570,18,8,Credit Card,9,23,No
851,18,Male,Enterprise,687,44,6,Credit Card,5,15,No
852,66,Female,Basic,513,5,3,UPI,6,6,Yes
853,57,Female,Enterprise,358,9,0,Credit Card,3,28,No
854,49,Female,Basic,1925,20,3,Net Banking,1,35,No
855,51,Male,Enterprise,1142,28,3,UPI,2,11,No
856,45,Female,Enterprise,1827,26,7,Credit Card,8,8,No
857,48,Male,Premium,2029,18,3,UPI,1,24,No
858,25,Male,Basic,422,19,3,Net Banking,10,21,No
859,56,Female,Premium,1736,3,1,Net Banking,7,36,No
860,43,Female,Basic,1462,9,9,Credit Card,5,7,Yes
861,51,Female,Enterprise,861,36,6,Net Banking,6,5,No
862,20,Male,Basic,2465,31,3,UPI,8,29,No
863,67,Female,Premium,2037,49,5,Credit Card,4,16,No
864,29,Male,Premium,1204,17,2,UPI,6,6,No
865,18,Female,Premium,694,55,6,UPI,3,14,No
866,61,Female,Basic,2026,23,5,UPI,7,2,Yes
867,22,Male,Premium,2016,34,2,Net Banking,2,25,No
868,47,Male,Premium,1234,41,3,UPI,8,31,No
869,47,Male,Premium,1401,41,9,Net Banking,7,13,No
870,34,Male,Enterprise,1735,5,4,UPI,8,18,No
871,65,Male,Enterprise,374,15,8,Net Banking,2,17,No
872,64,Male,Basic,594,47,5,Net Banking,3,28,Yes
873,40,Female,Basic,320,3,3,Net Banking,4,12,Yes
874,32,Female,Premium,1338,19,6,UPI,9,35,No
875,54,Male,Enterprise,1534,28,1,UPI,5,22,No
876,38,Female,Premium,859,3,3,Net Banking,6,39,No
877,31,Male,Premium,1409,38,4,UPI,1,1,No
878,19,Female,Enterprise,1472,4,3,Net Banking,4,37,No
879,28,Female,Enterprise,671,24,3,UPI,4,21,No
880,68,Male,Enterprise,2327,31,8,Net Banking,10,1,No
881,56,Male,Basic,1117,45,1,Net Banking,8,4,No
882,55,Male,Basic,1474,59,5,Credit Card,8,32,No
883,51,Female,Premium,1464,45,7,UPI,10,1,No
884,55,Male,Basic,1392,59,7,UPI,6,13,No
885,67,Female,Enterprise,1583,11,6,Credit Card,8,17,No
886,51,Male,Enterprise,2311,37,9,Net Banking,9,12,No
887,35,Female,Basic,1145,1,3,Net Banking,5,7,Yes
888,47,Female,Premium,2291,9,6,Credit Card,1,3,Yes
889,32,Male,Premium,820,17,9,Credit Card,1,26,No
890,44,Female,Basic,670,54,5,Net Banking,2,31,Yes
891,68,Female,Premium,1742,1,5,UPI,2,36,Yes
892,51,Male,Premium,400,3,1,Credit Card,5,26,No
893,69,Female,Premium,960,47,7,Credit Card,7,3,No
894,55,Male,Enterprise,1981,26,7,Credit Card,7,28,No
895,50,Male,Enterprise,542,53,6,Credit Card,4,17,No
896,41,Male,Basic,811,31,8,Credit Card,4,38,Yes
897,32,Male,Enterprise,1841,26,7,Credit Card,10,30,No
898,47,Female,Premium,2414,23,8,Net Banking,3,2,Yes
899,59,Female,Enterprise,695,30,8,Net Banking,2,8,Yes
900,68,Female,Basic,911,10,5,Credit Card,3,14,Yes
901,34,Male,Enterprise,1560,8,1,Net Banking,8,37,No
902,22,Female,Premium,2157,44,6,UPI,1,35,No
903,46,Female,Premium,1069,25,2,UPI,4,39,No
904,21,Male,Basic,1722,22,6,Credit Card,7,11,No
905,27,Male,Enterprise,706,15,8,UPI,5,15,No
906,34,Female,Enterprise,2172,59,9,UPI,2,2,Yes
907,27,Male,Enterprise,1803,41,9,Net Banking,1,37,No
908,34,Male,Premium,1479,56,1,Net Banking,6,32,No
909,37,Male,Basic,953,57,5,Net Banking,5,13,No
910,41,Male,Enterprise,1481,10,5,Net Banking,3,17,Yes
911,22,Female,Premium,1276,20,8,UPI,9,15,No
912,51,Male,Premium,1739,41,8,Credit Card,3,33,No
913,23,Male,Premium,1667,47,4,Net Banking,2,16,No
914,19,Male,Enterprise,528,23,4,UPI,5,13,No
915,30,Male,Enterprise,2193,53,8,Net Banking,9,22,No
916,60,Male,Enterprise,1613,53,7,UPI,8,23,No
917,60,Male,Enterprise,1370,1,6,Net Banking,6,36,No
918,65,Male,Enterprise,1274,2,7,Credit Card,3,10,Yes
919,28,Male,Enterprise,2038,58,5,Net Banking,6,17,No
920,68,Female,Enterprise,1057,19,2,Credit Card,5,30,No
921,64,Male,Enterprise,620,14,6,Net Banking,1,13,No
